bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
tarai;92253fa6fe720a2aba8336cd0ecb159aaabc3515;197;157;336;312;393;374;198;477;169;284;513;477;146;680;483;694;94;153;247;18216;2392;280;1025;0.6875;18.75;153524;414;84.9090909091;0.590909090909;14.5
tarai;9268d54997aa6a8fdb54bd326dcf71de6c31b13b;226;190;313;355;430;377;227;519;125;284;552;516;150;699;520;713;90;170;260;20668;2392;280;1025;1.1875;20.25;201188;433;83.5;0.954545454545;15.5454545455
tarai;926fbcbbb5cca40b13bebdf12d4ba4a701ce9b8e;207;175;335;295;392;369;201;479;172;284;512;476;148;682;482;696;94;153;247;18152;2392;280;1025;1.0;20.125;153460;416;83.5909090909;0.7727272727269999;15.6363636364
tarai;9272d0ed81087ad3b703da67be8a8c200428d84c;636;421;552;540;1391;1345;1198;1456;61;287;1485;1403;158;1080;979;1528;383;281;664;13180;2392;284;1025;0.4375;16.6875;203003;1189;86.27272727270001;0.318181818182;13.4090909091
tarai;9274f71121be7c7f58e904655568fc28263fdfdb;194;156;316;232;394;390;231;494;165;400;492;490;190;685;488;699;100;158;258;28968;2392;280;1025;1.25;20.125;164276;419;83.0909090909;1.04545454545;15.8636363636
tarai;927f2ce051cf93d64ca2095a00f06a67acc8243c;210;197;303;279;413;366;216;504;120;284;537;501;149;684;508;698;90;170;260;13032;2392;280;1025;1.875;19.3125;148340;418;83.72727272729999;1.36363636364;14.9090909091
tarai;928c657f7bc1057c5d16c6f1a140134da2fbf30f;216;178;273;233;448;400;271;551;244;284;660;624;150;689;532;703;74;116;190;10472;2392;280;1025;1.625;21.8125;145780;423;81.8181818182;1.27272727273;16.9090909091
tarai;929a583c02fccf5cd1f7494ef28dd39c7231b8cd;228;195;281;230;480;391;253;470;215;284;657;621;150;686;532;700;74;116;190;10344;2392;280;1025;1.7375;20.8;145150;420;82.4909090909;1.36363636364;16.145454545499998
tarai;929e2955161c0ceb5e73fffd0ae94361cf104953;251;207;331;375;446;386;245;538;132;284;571;631;151;604;536;756;91;171;262;13480;2392;280;1025;1.4750000000000003;20.1375;148788;476;83.3272727273;1.14545454545;15.5272727273
tarai;92b2534775af3829e3d1629fb589531dabf578b9;380;380;244;232;715;639;499;717;411;558;684;654;151;902;761;916;74;116;190;11580;2392;280;1025;3.1875;31.6625;173218;636;73.4636363636;2.4;24.1363636364
tarai;92c901568017f57f9a50e09efad3e2d308bc8b3b;200;136;295;275;440;351;217;493;116;284;528;492;150;705;494;719;108;166;274;13224;2392;280;1025;1.375;18.3125;148532;439;84.4090909091;1.04545454545;14.5454545455
tarai;930de853bf563537f34be7388ec7245aab594a46;72;73;288;341;335;260;127;352;69;648;382;345;150;597;349;611;99;143;242;56252;2392;280;1025;1.1875;16.1875;237022;331;86.5;0.863636363636;12.6363636364
tarai;9358e0df9c29c698e937f303d4bccdc7468bf426;240;162;292;236;453;393;291;621;221;284;687;651;154;716;536;730;75;117;192;10344;2392;280;1025;1.8125;22.0625;145150;450;81.5909090909;1.3181818181799998;17.0909090909
tarai;935b5b77d88773b963dda8f35584ff95ec2260c0;244;169;375;350;391;362;253;502;120;284;539;503;150;724;506;738;98;178;276;13352;2392;280;1025;1.375;19.375;148660;458;83.6363636364;1.09090909091;15.2727272727
tarai;937c40f0efee3afc9c7cebe7b2b3b3069fc99a4a;204;153;274;555;485;432;349;643;258;284;713;677;154;742;538;756;74;116;190;10472;2392;280;1025;1.3125;22.625;145278;476;81.5;1.09090909091;17.4090909091
tarai;93b1b81f04d153920bb51e032acbf230f70fa59e;229;162;271;241;486;406;261;520;236;284;668;632;146;697;536;711;73;115;188;10472;2392;280;1025;1.4625000000000001;21.5625;145278;431;82.1;1.15454545455;16.7454545455
tarai;93b7de7ab4703ba8801a1d93fc2d44f45ad60f1c;200;158;281;311;405;366;198;512;122;284;545;509;150;708;513;722;126;168;294;13288;2392;280;1025;0.6875;16.9375;148596;442;86.5454545455;0.6818181818179999;12.7727272727
tarai;948d3ea284208c145e5bd9a746b4164f6da8d672;227;155;352;236;485;451;291;553;209;284;698;662;150;727;521;741;75;117;192;10408;2392;280;1025;2.1875;20.5;145214;461;81.8636363636;1.6818181818200002;16.4545454545
tarai;94c0ef660af7b33def43bf410037e79b79ae4bdb;72;87;308;341;332;260;128;352;74;648;381;345;150;620;349;634;113;148;261;50748;2392;280;1025;2.0;16.125;231518;354;85.8636363636;1.54545454545;12.5909090909
tarai;94e6fbc4d21b64693661815edc0adea122358324;204;185;301;275;414;372;216;474;224;387;535;477;150;684;505;698;88;164;252;13288;2392;280;1025;1.875;19.6875;148596;418;83.1818181818;1.5;15.3181818182
tarai;94f00d979d81c57d3859cb8a99ef26e2e29bfe53;88;83;224;329;310;294;143;386;128;302;415;377;157;602;427;616;91;134;225;33340;2392;280;1025;1.2500000000000002;17.7125;213860;336;85.0727272727;0.990909090909;13.9363636364
tarai;9598abaf87f9777014f3ab872078f8f54509e9be;224;202;283;234;493;412;274;491;215;284;659;623;150;688;539;702;75;117;192;10344;2392;280;1025;2.625;20.6875;145652;422;82.0;1.95454545455;16.0454545455
tarai;95c57c6462d6ff743adcf62c1d333daaf0a9299c;100;80;205;364;394;299;154;365;106;300;395;360;180;579;396;593;88;115;203;47356;2392;280;1025;3.7125000000000004;18.375;227876;313;82.7636363636;2.7454545454500003;14.4909090909
tarai;95d4d729c6cbf0b9192a81f1bcd856462931d371;63;65;305;360;281;253;124;350;61;284;379;343;146;623;352;637;110;135;245;608424;2392;280;1025;1.3375;14.299999999999999;743230;357;87.6818181818;1.0363636363600002;11.2818181818
tarai;968260493a57464a2e07ee817e6613a224bce596;403;403;271;237;714;625;487;704;410;284;891;855;146;920;766;934;74;116;190;11132;2392;280;1025;1.7874999999999996;25.975;172770;654;78.4727272727;1.43636363636;20.0909090909
tarai;969817b817fdfe75e1bb0a16406d969c77e796df;212;177;277;435;447;400;271;551;212;284;660;624;150;689;532;703;74;116;190;18108;2392;280;1025;1.5625;24.375;198620;423;79.9090909091;1.13636363636;18.9545454545
tarai;96d04d0e550ad2b1972bcd229fe6d3bbe47abbdd;227;164;361;236;475;431;255;517;200;284;679;643;150;708;521;722;75;117;192;17980;2392;280;1025;1.6875;21.1875;198500;442;82.27272727270001;1.27272727273;16.4545454545
