bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
bubblesort;d1ad71d38686b5839d29623b7a105ee989ebdc5b;10564;15723;56798;56460;57674;56771;57365;57568;57805;57564;57804;57784;56272;57849;2042;57863;10564;447;11011;11368;2392;668;1025;11.375;11.9375;148341;57412;79.45454545449999;10.9545454545;9.59090909091
bubblesort;d39874b20b5b45e18e924d00d79a9c445782575a;56406;56028;57600;56660;5980;57496;57377;57564;57801;57560;57800;57780;1845;57845;11332;57859;10563;448;11011;11368;2392;668;1025;3.5625;11.375;148843;57408;85.04545454550001;5.31818181818;9.63636363636
bubblesort;d44d4b622e9d521b8d1d23f84e10fe0a394673d3;6107;56310;56602;56747;2262;57865;57565;57962;61;455;57991;57955;6162;58020;57953;58034;5496;688;6184;10280;2392;668;1025;5.0625;11.8125;146776;57583;83.27272727270001;6.77272727273;9.95454545455
bubblesort;d549f8a3b435d37d976bfcac9397e75ef9964a7f;72652;72960;71854;22694;16695;11311;72392;73409;457;455;73450;73414;72107;73479;2518;73493;10449;687;11136;10344;2392;668;1025;20.0;11.6875;146338;73042;73.0;17.5454545455;9.45454545455
bubblesort;d6defae29bf8ecd8a8b3daa2a7cde72f0a3cc49a;62243;61112;46804;27768;62126;2132;62899;62497;62023;505;63367;63486;11072;621;6640;63576;10374;701;11075;12988;2392;672;1025;19.4375;18.25;177381;63079;68.72727272729999;17.3181818182;13.9545454545
bubblesort;d7ad3e8b7cffdc48543d23a4605f2e46e856d05c;31518;65971;17134;56837;67847;66813;67513;67913;930;67147;67945;67906;11804;68125;6517;68139;10348;688;11036;18684;2392;668;1025;33.4375;11.1875;200650;67688;63.8636363636;26.8636363636;9.27272727273
bubblesort;d8d884fc3903ce81f7daa237955e3c0f28fca711;62257;60758;52252;17743;62229;2528;62098;63395;61;455;63446;63410;11505;63475;7154;63489;10447;687;11134;10344;2392;668;1025;20.0;11.5625;146338;63038;72.8636363636;17.3181818182;9.81818181818
bubblesort;d990ae08aa29c0a8dd5c8615f5ff42ddf08a550f;1576;47390;46126;47133;7692;6062;47520;47917;6364;679;48099;48063;8255;48128;8204;48142;8940;660;9600;10792;2392;668;1025;6.5625;12.0625;146786;47691;82.8181818182;7.318181818180001;9.86363636364
bubblesort;d9a733bb2ad72d130f800acdec96e5b281394ed0;6308;56815;55903;56461;1338;57592;57473;57660;57897;57656;57896;57876;5887;57941;57075;57955;5513;645;6158;11368;2392;668;1025;3.6875;12.3125;148843;57504;85.04545454550001;5.31818181818;9.63636363636
bubblesort;db6650d3a71b1efae586ea10db6e42909e3e3f5a;1540;61897;63163;62529;2116;63194;62883;63299;61;445;63328;63292;21812;63357;11533;63371;10479;702;11181;18684;2392;672;1025;14.375;5.8125;227575;62874;82.5;13.0454545455;4.45454545455
