bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
mmultvector;f605b39f419fea5eff14cf674f148d39d5833bca;71;65;206;234;268;261;129;358;61;287;387;351;155;416;360;430;49;96;145;17916;2392;284;1025;1.625;14.6875;198504;147;87.0;1.22727272727;11.7727272727
mmultvector;f61b1c585687bb1995c4ccd297ba0632c56ecbcc;70;74;202;249;268;262;130;359;61;287;388;352;151;417;361;431;49;96;145;10216;2392;284;1025;1.875;15.875;145624;148;86.13636363639999;1.45454545455;12.4090909091
mmultvector;f648851bba1b5582f4b965170cc748f55e3a0cba;114;85;310;278;370;355;212;460;61;277;489;453;167;518;386;532;74;114;188;18684;2392;288;1025;2.4375;17.125;226485;203;84.3636363636;1.86363636364;13.7727272727
mmultvector;f6ca991794b877e8e0cb8143218f62bf7b3d13d5;73;75;206;245;268;263;131;360;61;287;389;353;154;418;362;432;49;97;146;10216;2392;284;1025;2.375;14.8125;145624;149;86.6818181818;1.77272727273;11.5454545455
mmultvector;f6d81dc893eae7e35a47e35c25a5b8f308c56962;269;330;238;484;341;515;277;617;61;287;646;610;285;675;444;689;142;115;257;10280;2392;284;1025;11.875;20.125;145186;406;75.4090909091;8.818181818180001;15.7727272727
mmultvector;f819ea26fe7bb311f835fdbb02f2650376efd0a7;83;68;203;247;268;265;133;362;61;287;391;355;155;420;364;434;49;97;146;17916;2392;284;1025;2.25;14.1875;198802;151;87.13636363639999;1.77272727273;11.0909090909
mmultvector;f9f5e8dbef0110fea84ef47a7da370560fcf0d46;154;123;246;312;293;355;223;452;61;287;481;445;216;510;406;524;72;100;172;10280;2392;284;1025;10.0;14.875;145690;241;80.72727272729999;7.409090909089999;11.8636363636
mmultvector;fa06390a2cb59880927272daf00e653a43b7e4c1;68;62;202;250;268;267;135;364;61;287;393;357;154;422;366;436;53;97;150;10216;2392;284;1025;2.625;15.875;145624;153;85.6363636364;1.90909090909;12.4545454545
mmultvector;fa6b126f10d1a18c152a3c15e90bc9a290802d52;67;76;206;249;268;264;132;361;61;287;390;354;149;419;363;433;49;98;147;10216;2392;284;1025;1.8125;15.125;145624;150;86.9545454545;1.3181818181799998;11.7272727273
mmultvector;fa82d1e68a189a6c7feb9d205dc1c169d41142fd;68;60;204;236;298;249;115;363;61;287;392;356;151;421;346;435;50;96;146;11004;2392;284;1025;1.5625;15.0;172742;152;87.4545454545;1.13636363636;11.4090909091
